Time (UTC);Air temperature;Precipitation amount;Wind speed;Cloud amount;Relative humidity;Dew-point temperature;Air temperature (Min);Air temperature (Max);Air temperature (Mean);Air temperature (Median);Precipitation amount (Min);Precipitation amount (Max);Precipitation amount (Mean);Precipitation amount (Median);Wind speed (Min);Wind speed (Max);Wind speed (Mean);Wind speed (Median);Cloud amount (Min);Cloud amount (Max);Cloud amount (Mean);Cloud amount (Median);Relative humidity (Min);Relative humidity (Max);Relative humidity (Mean);Relative humidity (Median);Dew-point temperature (Min);Dew-point temperature (Max);Dew-point temperature (Mean);Dew-point temperature (Median);Pressure (msl);Humidity;Visibility
2025-05-29 23:00:00;19.72;0.64;5.35;;;;-3.88;18.05;7.87;1.1;0.0;0.26;0.74;0.0;0.96;0.65;4.29;5.14;;;;;;;;;;;;;1006.21;55.72;13.51
2025-05-29 22:00:00;5.83;0.0;0.0;;;;-0.85;12.1;2.88;4.19;0.0;1.35;0.64;1.07;0.54;6.95;3.11;4.17;;;;;;;;;;;;;1014.6;72.35;11.46
2025-05-29 21:00:00;2.12;0.05;2.33;;;;3.22;10.35;11.64;0.65;0.16;1.56;0.51;0.0;1.03;6.98;1.14;5.45;;;;;;;;;;;;;1024.5;89.89;13.3
2025-05-29 20:00:00;-0.38;0.58;1.79;;;;9.88;6.45;-1.59;17.47;0.0;2.12;0.67;0.02;0.51;8.22;2.61;3.97;;;;;;;;;;;;;1020.78;83.71;11.49
2025-05-29 19:00:00;9.87;0.52;5.04;;;;-5.11;19.87;3.06;-3.23;0.09;0.75;0.0;0.0;1.86;2.48;2.27;4.94;;;;;;;;;;;;;1002.64;90.52;5.1
2025-05-29 18:00:00;2.42;0.12;0.0;;;;4.51;5.09;10.04;7.61;0.13;1.15;0.0;0.0;1.26;2.37;0.0;2.99;;;;;;;;;;;;;1017.82;74.0;11.12
2025-05-29 17:00:00;-1.67;0.0;1.14;;;;-7.1;1.51;10.55;1.66;0.0;1.29;0.0;0.0;1.54;3.16;0.3;3.81;;;;;;;;;;;;;1017.73;66.16;9.09
2025-05-29 16:00:00;6.06;0.64;0.23;;;;-0.98;8.87;5.95;9.92;0.09;0.38;0.26;0.0;2.72;7.35;2.62;2.47;;;;;;;;;;;;;1013.62;77.33;2.98
2025-05-29 15:00:00;-0.98;0.31;3.08;;;;-0.7;12.05;12.31;11.66;0.0;1.49;0.0;0.0;0.53;1.12;1.51;3.9;;;;;;;;;;;;;1017.14;72.03;6.16
2025-05-29 14:00:00;-1.53;0.0;4.88;;;;4.78;9.0;-0.38;11.13;0.0;0.0;0.09;0.47;0.87;4.94;4.13;5.09;;;;;;;;;;;;;1017.32;80.94;7.68
2025-05-29 13:00:00;3.45;0.57;4.34;;;;-1.67;17.45;16.34;3.38;0.0;1.83;0.47;0.29;0.11;7.31;5.62;6.41;;;;;;;;;;;;;1025.42;80.6;8.96
2025-05-29 12:00:00;1.87;0.0;1.94;;;;-1.88;3.99;5.72;14.7;0.0;0.17;0.26;0.47;0.39;1.84;1.31;4.19;;;;;;;;;;;;;1005.1;58.75;11.11
2025-05-29 11:00:00;9.98;0.0;2.47;;;;-3.25;10.3;7.62;10.22;0.0;0.0;1.3;0.22;2.03;5.57;2.45;5.75;;;;;;;;;;;;;1020.48;55.33;9.04
2025-05-29 10:00:00;-3.12;0.78;4.68;;;;-3.92;8.53;4.09;6.27;0.09;0.43;0.49;1.41;0.0;5.62;0.0;4.84;;;;;;;;;;;;;1008.73;59.38;7.12
2025-05-29 09:00:00;-0.24;0.0;2.25;;;;6.97;8.43;1.67;12.76;0.09;1.48;0.0;0.28;0.0;3.58;7.29;3.63;;;;;;;;;;;;;1011.18;81.65;12.74
2025-05-29 08:00:00;1.61;0.19;4.59;;;;-8.97;1.44;-1.41;28.57;0.03;0.43;0.1;0.03;1.14;5.57;1.35;3.06;;;;;;;;;;;;;1014.15;61.75;7.27
2025-05-29 07:00:00;1.7;0.24;3.9;;;;-2.49;21.2;11.1;6.39;0.04;0.42;0.0;0.0;2.19;7.83;1.68;3.92;;;;;;;;;;;;;1027.19;49.65;10.2
2025-05-29 06:00:00;12.92;0.0;7.07;;;;6.8;7.63;-2.93;4.59;0.05;0.67;0.0;0.0;1.9;0.88;0.97;4.21;;;;;;;;;;;;;1014.87;69.17;12.31
2025-05-29 05:00:00;1.15;0.0;2.56;;;;1.98;14.88;-1.86;7.27;0.0;2.4;0.0;1.47;1.27;2.61;0.77;0.0;;;;;;;;;;;;;1010.82;78.57;6.93
2025-05-29 04:00:00;12.85;0.29;3.96;;;;-15.43;17.56;0.88;-2.28;0.05;0.11;0.23;0.95;0.0;7.65;6.07;0.0;;;;;;;;;;;;;1005.4;73.45;6.91
2025-05-29 03:00:00;-1.54;0.77;5.05;;;;5.49;13.8;2.5;-4.72;0.15;0.0;0.0;0.0;1.45;5.43;0.0;8.11;;;;;;;;;;;;;1007.55;76.05;5.57
2025-05-29 02:00:00;15.92;0.0;2.53;;;;5.07;14.8;6.6;5.2;0.0;0.91;0.42;0.68;0.26;7.31;3.22;2.34;;;;;;;;;;;;;1017.24;85.42;10.04
2025-05-29 01:00:00;14.22;0.0;1.57;;;;-1.39;8.46;-3.36;-0.57;0.0;0.0;0.0;0.0;0.93;4.22;3.12;1.22;;;;;;;;;;;;;1023.44;61.41;9.16
2025-05-29 00:00:00;1.13;0.0;2.23;;;;6.87;8.26;3.16;6.07;0.0;2.84;0.34;0.0;0.0;3.0;2.68;0.55;;;;;;;;;;;;;1025.88;52.13;4.68
2025-05-28 23:00:00;-0.02;0.39;2.47;;;;-21.03;5.53;-3.15;21.2;0.0;0.71;1.91;0.39;1.84;4.26;2.39;1.47;;;;;;;;;;;;;1013.42;74.13;15.53
2025-05-28 22:00:00;8.43;0.62;2.88;;;;4.36;25.86;-9.55;2.63;0.09;0.23;0.39;0.45;1.52;7.14;0.52;2.68;;;;;;;;;;;;;1009.86;49.48;7.19
2025-05-28 21:00:00;-3.41;0.64;2.1;;;;5.35;7.77;11.7;-5.13;0.02;2.45;0.0;0.4;1.98;3.76;1.97;4.03;;;;;;;;;;;;;1013.0;74.91;7.71
2025-05-28 20:00:00;-7.99;0.0;2.49;;;;-0.6;7.33;-10.02;24.0;0.04;0.45;0.38;0.3;1.99;4.12;2.6;4.54;;;;;;;;;;;;;1000.95;86.98;10.05
2025-05-28 19:00:00;-6.24;0.89;3.84;;;;-0.38;0.28;5.23;6.84;0.0;0.01;0.01;0.71;0.0;7.34;2.21;6.31;;;;;;;;;;;;;1016.69;62.04;4.8
2025-05-28 18:00:00;-2.61;0.0;2.14;;;;-9.74;-1.08;3.82;7.69;0.12;0.5;0.86;0.05;0.58;5.26;4.76;0.0;;;;;;;;;;;;;1007.35;92.24;6.59
2025-05-28 17:00:00;4.27;0.68;1.3;;;;-10.06;21.96;2.3;11.61;0.0;1.06;0.0;0.0;2.05;2.7;5.72;1.28;;;;;;;;;;;;;1007.69;80.6;6.42
2025-05-28 16:00:00;10.06;0.0;3.72;;;;17.36;10.4;-1.55;-6.67;0.0;1.18;0.0;0.55;2.99;6.58;2.84;2.25;;;;;;;;;;;;;1007.45;46.18;11.54
2025-05-28 15:00:00;3.22;0.0;2.68;;;;-7.15;12.89;-5.82;3.51;0.14;0.0;0.25;0.12;0.86;3.47;4.63;2.7;;;;;;;;;;;;;1012.93;84.69;6.84
2025-05-28 14:00:00;11.84;0.26;1.18;;;;-5.25;-3.59;-2.62;5.11;0.0;0.71;0.5;0.0;0.66;8.2;4.85;1.68;;;;;;;;;;;;;1008.99;65.23;7.99
2025-05-28 13:00:00;-3.25;0.72;4.18;;;;-7.01;15.97;11.8;30.0;0.03;0.22;0.27;1.6;0.76;8.88;4.79;3.28;;;;;;;;;;;;;1029.38;97.03;12.0
2025-05-28 12:00:00;16.89;0.26;5.42;;;;18.36;24.0;9.49;10.62;0.0;0.27;0.65;0.0;0.35;7.51;4.56;4.13;;;;;;;;;;;;;1004.26;80.82;6.21
2025-05-28 11:00:00;-11.57;0.48;3.01;;;;0.58;7.94;3.92;-3.02;0.0;0.0;0.71;0.0;0.16;3.03;3.68;3.81;;;;;;;;;;;;;1014.9;72.22;7.65
2025-05-28 10:00:00;6.6;0.56;4.84;;;;-4.06;9.63;-3.2;3.49;0.01;1.21;0.0;0.75;0.91;2.64;0.0;1.21;;;;;;;;;;;;;1015.66;69.4;3.78
2025-05-28 09:00:00;7.9;1.17;4.66;;;;-20.26;7.57;-2.8;-4.57;0.15;0.99;0.0;0.78;0.05;3.94;0.0;1.5;;;;;;;;;;;;;1025.01;59.36;9.22
2025-05-28 08:00:00;-3.57;0.13;3.92;;;;-6.23;-0.77;11.88;-1.46;0.06;1.0;0.0;0.74;0.0;4.77;2.1;0.0;;;;;;;;;;;;;1028.03;63.71;3.71
2025-05-28 07:00:00;-6.06;0.89;0.0;;;;-0.3;10.56;-7.84;9.7;0.13;1.3;0.63;0.34;1.53;8.84;0.0;0.0;;;;;;;;;;;;;1011.61;71.1;14.33
2025-05-28 06:00:00;10.84;0.54;0.57;;;;13.29;10.01;-17.9;-3.44;0.0;0.74;0.34;0.37;1.46;1.59;4.62;2.38;;;;;;;;;;;;;997.89;74.43;9.97
2025-05-28 05:00:00;-4.75;0.73;1.24;;;;-6.78;4.04;11.9;10.36;0.0;0.0;0.2;0.03;2.54;3.49;1.78;7.43;;;;;;;;;;;;;1022.9;81.6;5.79
2025-05-28 04:00:00;9.79;0.36;7.36;;;;-1.71;-3.99;-8.72;4.47;0.0;0.0;0.99;0.41;0.0;6.78;3.68;4.71;;;;;;;;;;;;;1010.72;59.12;1.0
2025-05-28 03:00:00;7.15;0.0;2.5;;;;4.9;17.25;-9.51;3.1;0.0;0.92;0.0;0.51;0.13;6.82;8.34;3.39;;;;;;;;;;;;;1017.88;61.87;6.25
2025-05-28 02:00:00;14.89;0.0;3.8;;;;-0.38;-2.61;-4.2;-0.99;0.01;1.9;0.79;0.0;0.54;2.56;1.58;4.89;;;;;;;;;;;;;1019.1;84.03;7.93
2025-05-28 01:00:00;-0.14;0.0;1.2;;;;-19.41;23.15;5.77;7.4;0.09;0.0;0.0;0.47;1.3;3.18;2.63;1.26;;;;;;;;;;;;;1013.55;97.42;10.48
2025-05-28 00:00:00;-1.23;0.46;4.8;;;;-1.09;9.43;-0.48;-8.1;0.0;0.7;0.0;0.6;1.7;4.76;2.1;1.48;;;;;;;;;;;;;1021.12;94.69;5.48
2025-05-27 23:00:00;0.83;0.0;5.03;;;;1.69;11.75;6.28;3.21;0.0;0.66;0.0;0.19;2.36;4.43;4.31;1.51;;;;;;;;;;;;;1013.71;74.78;5.12
2025-05-27 22:00:00;2.4;0.0;3.24;;;;1.27;1.12;2.99;6.28;0.12;0.84;1.07;0.17;0.34;5.27;2.88;4.96;;;;;;;;;;;;;1013.65;81.33;7.35
2025-05-27 21:00:00;-2.0;0.0;3.32;;;;3.91;5.17;9.65;-3.38;0.14;0.88;1.14;0.15;2.26;1.18;3.3;6.78;;;;;;;;;;;;;1008.85;53.92;8.26
2025-05-27 20:00:00;-1.12;0.52;4.64;;;;-0.29;18.02;-1.87;7.51;0.0;0.67;0.0;0.01;0.96;5.93;0.0;1.28;;;;;;;;;;;;;1007.8;80.62;6.1
2025-05-27 19:00:00;6.07;0.99;2.48;;;;2.33;17.92;3.6;5.22;0.0;0.29;0.0;0.73;0.67;6.21;4.34;2.95;;;;;;;;;;;;;1020.96;83.74;5.35
2025-05-27 18:00:00;5.79;0.0;3.52;;;;-4.27;6.83;-1.45;4.85;0.14;1.4;0.4;0.78;1.82;8.37;0.51;1.46;;;;;;;;;;;;;1023.95;62.19;10.33
2025-05-27 17:00:00;12.55;0.0;2.63;;;;-1.16;8.41;10.47;6.18;0.0;0.0;0.5;0.0;0.62;8.63;5.25;2.69;;;;;;;;;;;;;1024.79;54.52;9.51
2025-05-27 16:00:00;3.73;0.52;3.2;;;;8.05;20.59;-0.05;12.82;0.0;1.35;0.56;0.81;0.0;2.68;0.0;5.48;;;;;;;;;;;;;1015.67;64.19;5.42
2025-05-27 15:00:00;15.47;0.0;3.44;;;;-10.19;11.84;3.34;2.43;0.0;0.51;0.21;0.52;0.43;4.59;5.56;0.04;;;;;;;;;;;;;1023.16;72.35;8.05
2025-05-27 14:00:00;10.01;1.1;4.99;;;;-2.67;-10.02;-1.32;6.47;0.0;0.02;0.0;0.68;0.07;6.94;2.85;3.54;;;;;;;;;;;;;1022.94;75.27;12.68
2025-05-27 13:00:00;9.23;0.16;1.58;;;;-3.36;11.68;10.65;5.01;0.0;0.62;0.65;0.0;2.67;5.95;4.34;1.68;;;;;;;;;;;;;1010.61;71.15;8.16
2025-05-27 12:00:00;12.38;0.46;4.69;;;;-0.02;12.8;13.43;2.42;0.0;0.88;1.12;0.16;0.38;8.81;0.0;5.12;;;;;;;;;;;;;1006.25;61.46;5.61
2025-05-27 11:00:00;14.83;0.0;4.93;;;;-0.33;18.44;11.67;0.87;0.05;0.31;0.17;0.66;0.0;6.88;1.71;4.23;;;;;;;;;;;;;1017.58;61.82;4.02
2025-05-27 10:00:00;10.4;0.39;3.57;;;;2.5;-3.38;5.15;10.45;0.02;0.23;0.65;0.78;0.58;6.15;3.35;5.77;;;;;;;;;;;;;1014.15;64.35;5.8
2025-05-27 09:00:00;4.59;0.44;2.23;;;;0.25;5.06;0.87;3.7;0.0;0.0;0.23;0.0;0.0;6.76;2.98;1.33;;;;;;;;;;;;;1011.99;77.62;10.54
2025-05-27 08:00:00;3.08;0.69;3.56;;;;3.78;20.95;14.89;6.01;0.0;1.24;0.24;0.0;1.49;8.17;1.73;0.74;;;;;;;;;;;;;1023.85;78.34;14.52
2025-05-27 07:00:00;10.78;0.11;0.0;;;;4.88;15.16;12.61;13.47;0.0;0.29;0.59;0.47;0.0;3.14;3.5;2.37;;;;;;;;;;;;;1016.64;59.65;9.91
2025-05-27 06:00:00;5.44;0.63;0.82;;;;8.43;19.09;2.39;17.76;0.0;0.0;0.0;0.38;0.36;3.48;1.76;6.36;;;;;;;;;;;;;1016.86;62.12;5.44
2025-05-27 05:00:00;-6.5;0.17;1.3;;;;-14.42;4.14;3.82;5.28;0.03;0.63;0.11;0.65;3.38;5.15;3.88;1.25;;;;;;;;;;;;;1013.04;67.72;7.47
2025-05-27 04:00:00;-12.29;0.0;0.54;;;;-1.35;7.73;0.33;10.61;0.0;0.0;0.09;0.0;1.7;5.33;0.0;0.0;;;;;;;;;;;;;1022.21;78.23;6.2
2025-05-27 03:00:00;15.59;0.21;0.0;;;;16.17;15.0;0.5;-2.62;0.0;0.0;0.0;0.58;1.73;7.03;2.55;2.86;;;;;;;;;;;;;1009.96;61.26;6.97
2025-05-27 02:00:00;-12.2;0.02;3.48;;;;-5.22;16.61;4.72;-3.45;0.0;1.99;0.0;0.0;0.68;3.83;0.58;0.62;;;;;;;;;;;;;1015.92;75.1;14.61
2025-05-27 01:00:00;5.54;0.33;6.82;;;;-7.86;14.62;7.51;0.96;0.0;0.59;0.0;0.24;2.26;4.48;0.0;1.51;;;;;;;;;;;;;1016.74;55.25;5.18
2025-05-27 00:00:00;-18.11;0.0;2.34;;;;13.03;-0.07;-8.65;-1.81;0.22;0.0;0.71;0.0;0.68;4.76;2.32;2.71;;;;;;;;;;;;;1028.24;62.45;3.61
2025-05-26 23:00:00;-7.56;0.0;4.53;;;;-8.9;15.51;4.3;-1.91;0.0;0.0;0.0;0.0;0.59;6.6;2.5;3.52;;;;;;;;;;;;;1009.81;62.44;8.27
2025-05-26 22:00:00;12.83;0.44;3.66;;;;6.83;17.02;2.81;9.35;0.0;0.92;0.0;0.0;1.01;7.96;1.44;3.39;;;;;;;;;;;;;1019.67;56.05;9.45
2025-05-26 21:00:00;-1.02;0.24;2.65;;;;7.0;14.53;-1.91;-3.12;0.0;0.53;0.19;0.0;1.08;2.21;1.79;1.46;;;;;;;;;;;;;1017.48;71.05;9.82
2025-05-26 20:00:00;12.57;1.0;2.6;;;;4.53;17.8;6.04;-3.21;0.04;2.0;0.54;0.0;1.35;2.37;3.47;4.42;;;;;;;;;;;;;1003.84;70.47;4.89
2025-05-26 19:00:00;-2.37;0.0;5.17;;;;2.79;11.16;13.06;10.97;0.0;0.0;0.1;0.0;2.02;3.03;3.84;4.17;;;;;;;;;;;;;1018.54;80.81;7.82
2025-05-26 18:00:00;11.67;0.0;4.68;;;;-6.74;8.36;16.15;15.88;0.07;1.49;1.11;0.67;1.3;3.99;5.65;6.01;;;;;;;;;;;;;1000.63;34.09;13.25
2025-05-26 17:00:00;0.18;0.68;0.98;;;;3.08;17.0;-11.43;-2.59;0.0;0.53;0.45;0.34;2.25;4.83;3.65;3.22;;;;;;;;;;;;;1019.47;69.12;8.41
2025-05-26 16:00:00;5.55;0.2;2.68;;;;10.11;16.7;1.72;8.73;0.15;0.28;1.06;0.0;1.69;4.66;3.38;1.98;;;;;;;;;;;;;1019.46;47.91;5.93
2025-05-26 15:00:00;11.25;0.23;3.73;;;;-2.98;10.67;2.21;3.84;0.08;0.0;0.02;0.62;0.0;7.99;0.0;5.04;;;;;;;;;;;;;1016.71;67.26;4.03
2025-05-26 14:00:00;9.07;0.03;2.02;;;;-3.69;27.68;-10.04;-1.71;0.0;0.71;0.0;0.25;0.4;7.85;2.84;4.96;;;;;;;;;;;;;1004.63;54.29;8.93
2025-05-26 13:00:00;-6.96;0.0;0.0;;;;1.19;14.27;8.81;2.29;0.01;0.71;0.49;0.74;1.25;4.42;7.09;0.0;;;;;;;;;;;;;1016.29;52.74;7.87
2025-05-26 12:00:00;9.72;0.7;2.18;;;;-13.36;0.44;-6.24;13.18;0.11;0.72;0.44;1.1;1.07;4.98;5.75;1.74;;;;;;;;;;;;;1006.14;49.43;5.07
2025-05-26 11:00:00;-0.21;0.0;1.55;;;;-13.77;4.32;10.97;12.56;0.0;1.22;0.0;0.0;3.07;3.11;5.14;4.36;;;;;;;;;;;;;1006.99;77.92;3.05
2025-05-26 10:00:00;-9.36;0.0;3.36;;;;-1.92;1.71;-3.01;-9.74;0.06;1.93;0.55;0.34;1.53;5.23;5.75;5.82;;;;;;;;;;;;;1009.11;72.92;2.66
2025-05-26 09:00:00;-2.59;0.31;6.19;;;;3.33;-4.27;-5.12;0.23;0.17;1.02;0.0;0.16;0.0;3.46;0.0;0.0;;;;;;;;;;;;;1023.44;64.73;6.65
2025-05-26 08:00:00;0.17;0.0;2.66;;;;2.84;12.08;10.09;-6.93;0.0;1.97;0.87;0.56;1.87;5.91;1.5;6.41;;;;;;;;;;;;;1016.45;56.02;6.91
2025-05-26 07:00:00;7.52;0.34;1.85;;;;7.24;2.58;3.06;12.78;0.04;1.53;0.0;0.0;0.34;2.9;2.71;6.59;;;;;;;;;;;;;1021.61;87.16;8.73
2025-05-26 06:00:00;14.59;0.09;0.57;;;;-7.41;12.56;-1.02;6.99;0.18;0.0;0.81;0.48;0.37;7.24;1.81;6.57;;;;;;;;;;;;;1007.45;56.44;5.93
2025-05-26 05:00:00;-5.43;0.0;0.89;;;;-7.18;6.55;-3.3;7.04;0.06;0.36;0.56;0.0;2.04;7.81;3.84;5.84;;;;;;;;;;;;;1020.28;69.9;8.45
2025-05-26 04:00:00;1.25;0.0;1.18;;;;-16.12;16.9;9.17;1.86;0.0;0.26;0.19;0.39;1.7;6.8;0.1;2.19;;;;;;;;;;;;;1009.79;76.8;10.02
2025-05-26 03:00:00;8.71;0.76;6.64;;;;-4.76;3.64;9.2;9.89;0.0;1.27;0.0;0.31;1.37;7.48;0.0;2.48;;;;;;;;;;;;;1014.14;65.31;3.08
2025-05-26 02:00:00;-0.53;0.0;4.53;;;;-14.14;16.4;5.75;8.88;0.0;0.24;0.0;0.34;0.78;3.41;3.46;2.84;;;;;;;;;;;;;1027.25;71.18;1.44
2025-05-26 01:00:00;22.16;0.3;3.42;;;;-6.59;10.92;8.46;10.07;0.02;0.0;0.06;0.0;1.26;6.19;4.17;3.49;;;;;;;;;;;;;1007.27;83.32;8.4
2025-05-26 00:00:00;2.03;0.0;4.16;;;;-8.06;22.05;-8.72;9.43;0.0;0.65;0.42;0.24;1.35;2.72;5.73;7.61;;;;;;;;;;;;;1027.25;66.92;11.9
2025-05-25 23:00:00;13.14;0.18;2.89;;;;-15.78;1.73;5.13;5.58;0.0;0.25;0.06;0.25;0.0;7.88;0.15;0.93;;;;;;;;;;;;;1015.24;99.36;6.67
2025-05-25 22:00:00;6.1;0.0;1.66;;;;1.46;17.34;3.11;4.08;0.0;0.0;0.05;0.35;1.61;6.65;2.97;3.51;;;;;;;;;;;;;1005.34;90.65;8.41
2025-05-25 21:00:00;2.27;0.0;4.75;;;;5.32;25.09;8.49;4.8;0.0;1.08;0.0;0.55;2.73;6.32;4.23;5.61;;;;;;;;;;;;;1014.62;87.01;2.8
2025-05-25 20:00:00;15.45;0.0;1.26;;;;2.78;8.35;-19.39;5.18;0.04;0.62;0.33;0.05;0.3;4.05;1.33;5.72;;;;;;;;;;;;;1008.88;75.91;8.66
2025-05-25 19:00:00;12.83;0.0;4.88;;;;13.86;4.12;17.53;12.83;0.0;1.39;0.58;0.18;2.84;7.39;0.15;1.02;;;;;;;;;;;;;1014.9;47.64;14.28
2025-05-25 18:00:00;10.47;0.96;2.73;;;;-5.35;5.89;-14.36;0.58;0.24;1.58;0.0;0.1;0.1;0.83;3.07;3.49;;;;;;;;;;;;;1005.02;100.0;3.75
2025-05-25 17:00:00;2.72;1.3;5.72;;;;0.7;8.31;5.0;17.1;0.0;0.44;0.78;0.0;0.24;0.61;2.75;0.42;;;;;;;;;;;;;1019.47;77.73;8.45
2025-05-25 16:00:00;1.57;0.48;2.88;;;;0.37;25.19;13.99;-20.0;0.0;0.1;0.86;0.25;1.45;6.06;0.0;4.84;;;;;;;;;;;;;1019.13;48.22;8.66
2025-05-25 15:00:00;5.41;0.52;3.13;;;;-6.39;-1.67;6.68;9.67;0.0;0.74;0.0;0.45;0.05;5.89;3.24;3.6;;;;;;;;;;;;;1019.7;74.17;5.76
2025-05-25 14:00:00;-13.93;0.0;0.58;;;;-10.58;34.8;2.96;8.85;0.0;0.46;0.0;1.11;0.76;3.86;4.38;0.0;;;;;;;;;;;;;1013.5;71.39;3.82
2025-05-25 13:00:00;3.14;1.16;0.27;;;;0.36;16.0;7.49;3.05;0.0;0.56;0.57;0.69;3.13;4.12;6.19;1.84;;;;;;;;;;;;;1003.65;62.95;5.98
2025-05-25 12:00:00;6.62;0.03;1.98;;;;7.16;21.61;-3.6;-5.03;0.18;1.58;0.8;0.33;0.97;2.01;4.21;1.67;;;;;;;;;;;;;1007.21;66.86;5.55
2025-05-25 11:00:00;9.93;0.0;2.43;;;;15.22;4.99;1.29;9.25;0.12;1.14;1.52;0.0;0.63;5.41;3.47;2.59;;;;;;;;;;;;;1019.65;43.5;7.19
2025-05-25 10:00:00;8.42;0.0;0.0;;;;-3.26;7.52;-0.03;10.61;0.1;0.58;0.0;0.0;0.55;3.51;1.29;2.61;;;;;;;;;;;;;1016.73;57.27;12.54
2025-05-25 09:00:00;9.27;0.76;4.83;;;;-2.18;-0.11;11.43;0.42;0.02;0.52;0.51;0.0;1.25;5.86;5.43;1.37;;;;;;;;;;;;;1016.57;49.4;7.85
2025-05-25 08:00:00;15.18;0.0;3.84;;;;10.6;1.55;-5.74;3.06;0.0;1.29;0.94;0.0;1.75;4.72;0.0;4.32;;;;;;;;;;;;;999.28;77.4;7.62
2025-05-25 07:00:00;16.7;0.0;5.64;;;;5.45;0.99;-4.71;0.82;0.0;0.39;1.03;0.72;0.31;7.81;5.55;5.63;;;;;;;;;;;;;1023.99;58.36;10.89
2025-05-25 06:00:00;-13.03;0.0;3.59;;;;3.39;8.65;3.07;15.8;0.05;1.1;0.0;0.47;0.2;2.44;5.56;5.17;;;;;;;;;;;;;1032.62;57.73;5.96
2025-05-25 05:00:00;0.99;0.0;3.56;;;;-2.03;6.33;10.16;13.77;0.0;0.77;0.33;0.03;0.89;4.99;0.97;3.0;;;;;;;;;;;;;1011.91;63.03;3.92
2025-05-25 04:00:00;15.16;0.09;1.33;;;;1.46;2.94;-6.36;21.43;0.12;0.28;0.07;0.65;0.78;4.25;3.56;1.62;;;;;;;;;;;;;1006.57;88.79;2.36
2025-05-25 03:00:00;11.87;0.19;3.53;;;;5.93;-2.73;-4.43;-5.38;0.0;0.0;0.27;0.0;0.85;8.12;2.85;0.0;;;;;;;;;;;;;1020.36;59.53;5.62
2025-05-25 02:00:00;16.98;0.47;7.01;;;;-5.1;13.07;0.37;7.23;0.0;0.0;0.31;0.58;0.72;4.84;2.57;0.0;;;;;;;;;;;;;1017.16;84.71;7.78
2025-05-25 01:00:00;2.3;0.7;5.01;;;;4.96;26.38;8.12;-0.81;0.0;0.13;0.0;1.28;0.4;3.76;4.93;0.43;;;;;;;;;;;;;1021.87;77.61;6.98
2025-05-25 00:00:00;-11.45;0.0;1.34;;;;-12.01;12.34;-0.38;-0.46;0.11;0.59;0.44;0.0;2.79;5.69;3.0;7.14;;;;;;;;;;;;;1018.47;96.23;9.59
2025-05-24 23:00:00;5.7;0.0;3.58;;;;3.11;8.19;14.22;18.67;0.0;1.25;1.15;0.51;0.0;2.21;2.16;1.19;;;;;;;;;;;;;1012.91;82.55;10.07
2025-05-24 22:00:00;24.84;0.0;6.42;;;;-4.67;10.11;3.05;10.54;0.01;1.5;0.2;0.0;0.0;6.45;5.54;2.58;;;;;;;;;;;;;988.46;51.14;8.55
2025-05-24 21:00:00;8.94;0.63;0.49;;;;0.91;15.23;10.68;18.33;0.12;1.21;0.0;0.58;0.0;4.04;4.87;2.32;;;;;;;;;;;;;1009.66;74.66;10.15
2025-05-24 20:00:00;22.46;0.0;4.4;;;;-12.03;17.11;-1.2;-5.02;0.0;1.4;0.0;0.0;0.0;3.58;0.0;4.85;;;;;;;;;;;;;1015.04;76.85;8.31
2025-05-24 19:00:00;-6.46;0.32;2.9;;;;-5.38;16.34;8.37;15.33;0.1;0.89;0.65;0.0;0.0;4.46;2.26;2.53;;;;;;;;;;;;;1003.13;45.37;10.94
2025-05-24 18:00:00;6.66;0.85;4.79;;;;4.79;8.1;-13.93;20.1;0.11;1.67;0.38;0.42;1.11;2.37;2.14;4.12;;;;;;;;;;;;;1007.91;54.72;8.01
2025-05-24 17:00:00;-2.55;0.51;0.0;;;;-3.75;10.82;-5.27;6.38;0.1;1.3;0.13;0.02;0.15;10.56;4.4;2.9;;;;;;;;;;;;;1035.37;69.2;3.5
2025-05-24 16:00:00;-9.09;0.49;4.67;;;;-2.76;19.31;7.39;6.92;0.0;1.25;0.05;0.46;1.46;1.83;2.97;5.43;;;;;;;;;;;;;1019.45;83.93;5.17
2025-05-24 15:00:00;-4.71;0.0;2.35;;;;3.33;17.65;-5.17;7.07;0.01;0.86;0.0;1.0;0.0;5.42;4.63;6.68;;;;;;;;;;;;;1018.77;87.28;12.52
2025-05-24 14:00:00;10.1;0.0;1.28;;;;-2.7;0.59;2.28;-12.29;0.0;1.62;0.0;0.57;0.72;3.67;5.28;5.04;;;;;;;;;;;;;1040.0;59.39;8.16
2025-05-24 13:00:00;-3.99;0.34;3.4;;;;-4.05;7.96;26.29;4.47;0.0;0.0;0.09;0.22;0.57;4.49;6.41;1.58;;;;;;;;;;;;;1010.55;65.86;12.04
2025-05-24 12:00:00;-4.49;0.0;2.25;;;;-10.95;13.93;12.09;-5.69;0.0;0.45;0.61;0.21;1.51;4.5;2.72;1.89;;;;;;;;;;;;;1019.7;66.62;9.8
2025-05-24 11:00:00;6.64;0.0;1.35;;;;-4.29;23.81;-6.91;3.02;0.01;0.0;0.0;0.64;0.0;4.87;1.54;2.67;;;;;;;;;;;;;1013.06;51.23;8.81
